Column1	coordinatelocation
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572566	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572593	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572594	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572680	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572683	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572729	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572753	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572770	51.0747,1.15252
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75728225	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757285	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757292	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572964	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757297	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572975	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572993	38.2415,-85.75886111111112
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7573	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757301	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7573171	55.0476,-1.44747
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75731862	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7573568	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7573657	52.4505,-1.86416
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757382	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7573956	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7573997	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757405	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574075	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574264	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574268	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574300	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574307	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574308	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574310	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574354	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574361	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75744023	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75746002	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574704	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574799	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574803	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574869	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574898	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7574944	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75749649	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757505	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575072	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575146	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757522	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575238	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575348	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575433	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575482	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575515	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757554	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75756	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575640	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757568	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575739	51.407,-1.325
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575866	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757587	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757591	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75759156	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7575960	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757600	51.583043,-1.305141
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757601	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576068	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757609	51.369485,-1.140709
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576094	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576179	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75762	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576276	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576405	40.7232,-73.9926
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576418	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757644	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576440	50.8191,-2.1235
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757645	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75765	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576698	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757689	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7576937	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7577161	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7577195	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7577234	
